item,item_label,itemparent,itemparent_label,itemgrandparent,itemgrandparent_label,subclass,subclass_label,class,class_label,department,department_label,group,group_label,division,division_label,supplier,supplier_label,parentdiff1,parentdiff1_label,grandparentdiff1,grandparentdiff1_label,subclassdiff1,subclassdiff1_label,classdiff1,classdiff1_label,deptdiff1,deptdiff1_label,diff1,diff1_label,itemgrp1,itemgrp1_label,itemgrp2,itemgrp2_label
10000393,5 pocket capri - Stonewashed 1,10000393,5 pocket capri - Stonewashed 1,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000393_MED,5 pocket capri - Stonewashed 1 Medium,10000390_MED,5 pocket capri Medium,111_MED,111Fashion Medium,1141_MED,1141Jeans* Medium,1140_MED,1140Women's Denim* Medium,_MED,Medium,111,111Fashion,1141,1141Jeans*
10000439,10000439Campbell Pork & Beans  48/11 o,10000439,10000439Campbell Pork & Beans  48/11 o,10000439,10000439Campbell Pork & Beans  48/11 oz.,201,201Canned P&B,90,90Pork & Beans*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000439_LRG,10000439Campbell Pork & Beans  48/11 o Large,10000439_LRG,10000439Campbell Pork & Beans  48/11 oz. Large,201_LRG,201Canned P&B Large,90_LRG,90Pork & Beans* Large,100_LRG,100Grocery Large,_LRG,Large,201,201Canned P&B,90,90Pork & Beans*
10000440,10000440Bounty Fun Print Towles  30/1,10000440,10000440Bounty Fun Print Towles  30/1,10000440,10000440Bounty Fun Print Towles  30/1 roll,401,401Towels,70,70Paper*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000440_SML,10000440Bounty Fun Print Towles  30/1 Small,10000440_SML,10000440Bounty Fun Print Towles  30/1 roll Small,401_SML,401Towels Small,70_SML,70Paper* Small,100_SML,100Grocery Small,_SML,Small,401,401Towels,70,70Paper*
10000442,10000442Bounty White Towels   30/1 rol,10000442,10000442Bounty White Towels   30/1 rol,10000442,10000442Bounty White Towels   30/1 roll,401,401Towels,70,70Paper*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000442_MED,10000442Bounty White Towels   30/1 rol Medium,10000442_MED,10000442Bounty White Towels   30/1 roll Medium,401_MED,401Towels Medium,70_MED,70Paper* Medium,100_MED,100Grocery Medium,_MED,Medium,401,401Towels,70,70Paper*
10000443,10000443Jif Creamy Peanut Butter 12/18,10000443,10000443Jif Creamy Peanut Butter 12/18,10000443,10000443Jif Creamy Peanut Butter 12/18 oz.,301,301Peanut Butter,80,80Jams/Jellies*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000443_LRG,10000443Jif Creamy Peanut Butter 12/18 Large,10000443_LRG,10000443Jif Creamy Peanut Butter 12/18 oz. Large,301_LRG,301Peanut Butter Large,80_LRG,80Jams/Jellies* Large,100_LRG,100Grocery Large,_LRG,Large,301,301Peanut Butter,80,80Jams/Jellies*
10000444,10000444Jif Crunchy Peanut Butter   8/,10000444,10000444Jif Crunchy Peanut Butter   8/,10000444,10000444Jif Crunchy Peanut Butter   8/40 oz.,301,301Peanut Butter,80,80Jams/Jellies*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000444_SML,10000444Jif Crunchy Peanut Butter   8/ Small,10000444_SML,10000444Jif Crunchy Peanut Butter   8/40 oz. Small,301_SML,301Peanut Butter Small,80_SML,80Jams/Jellies* Small,100_SML,100Grocery Small,_SML,Small,301,301Peanut Butter,80,80Jams/Jellies*
10000447,10000447Simply Jif - Creamy  10/27 oz.,10000447,10000447Simply Jif - Creamy  10/27 oz.,10000447,10000447Simply Jif - Creamy  10/27 oz.,301,301Peanut Butter,80,80Jams/Jellies*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000447_MED,10000447Simply Jif - Creamy  10/27 oz. Medium,10000447_MED,10000447Simply Jif - Creamy  10/27 oz. Medium,301_MED,301Peanut Butter Medium,80_MED,80Jams/Jellies* Medium,100_MED,100Grocery Medium,_MED,Medium,301,301Peanut Butter,80,80Jams/Jellies*
10000449,10000449Campbell Chicken Noodle Soup,10000449,10000449Campbell Chicken Noodle Soup,10000449,10000449Campbell Chicken Noodle Soup  48/10.75 o,1,1Canned,60,60Soup*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000449_LRG,10000449Campbell Chicken Noodle Soup Large,10000449_LRG,10000449Campbell Chicken Noodle Soup  48/10.75 o Large,1_LRG,1Canned Large,60_LRG,60Soup* Large,100_LRG,100Grocery Large,_LRG,Large,1,1Canned,60,60Soup*
10000450,10000450Campbell Cream of Mushroom 12/,10000450,10000450Campbell Cream of Mushroom 12/,10000450,10000450Campbell Cream of Mushroom 12/26 oz.,1,1Canned,60,60Soup*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000450_SML,10000450Campbell Cream of Mushroom 12/ Small,10000450_SML,10000450Campbell Cream of Mushroom 12/26 oz. Small,1_SML,1Canned Small,60_SML,60Soup* Small,100_SML,100Grocery Small,_SML,Small,1,1Canned,60,60Soup*
10000451,10000451Campbell Tomato Soup   48/10.5,10000451,10000451Campbell Tomato Soup   48/10.5,10000451,10000451Campbell Tomato Soup   48/10.5 oz.,1,1Canned,60,60Soup*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000451_MED,10000451Campbell Tomato Soup   48/10.5 Medium,10000451_MED,10000451Campbell Tomato Soup   48/10.5 oz. Medium,1_MED,1Canned Medium,60_MED,60Soup* Medium,100_MED,100Grocery Medium,_MED,Medium,1,1Canned,60,60Soup*
10000452,10000452Campbell Vegatable Soup   48/1,10000452,10000452Campbell Vegatable Soup   48/1,10000452,10000452Campbell Vegatable Soup   48/10.5 oz.,1,1Canned,60,60Soup*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000452_LRG,10000452Campbell Vegatable Soup   48/1 Large,10000452_LRG,10000452Campbell Vegatable Soup   48/10.5 oz. Large,1_LRG,1Canned Large,60_LRG,60Soup* Large,100_LRG,100Grocery Large,_LRG,Large,1,1Canned,60,60Soup*
10000453,10000453Campbell Black Bean Soup   24/,10000453,10000453Campbell Black Bean Soup   24/,10000453,10000453Campbell Black Bean Soup   24/11 oz.,1,1Canned,60,60Soup*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000453_SML,10000453Campbell Black Bean Soup   24/ Small,10000453_SML,10000453Campbell Black Bean Soup   24/11 oz. Small,1_SML,1Canned Small,60_SML,60Soup* Small,100_SML,100Grocery Small,_SML,Small,1,1Canned,60,60Soup*
10000455,10000455Bounty Decorator Towel    30/1,10000455,10000455Bounty Decorator Towel    30/1,10000455,10000455Bounty Decorator Towel    30/1 roll,401,401Towels,70,70Paper*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000455_MED,10000455Bounty Decorator Towel    30/1 Medium,10000455_MED,10000455Bounty Decorator Towel    30/1 roll Medium,401_MED,401Towels Medium,70_MED,70Paper* Medium,100_MED,100Grocery Medium,_MED,Medium,401,401Towels,70,70Paper*
10000456,10000456Jif Crunchy Peanut Butter 12/1,10000456,10000456Jif Crunchy Peanut Butter 12/1,10000456,10000456Jif Crunchy Peanut Butter 12/18 oz.,301,301Peanut Butter,80,80Jams/Jellies*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000456_LRG,10000456Jif Crunchy Peanut Butter 12/1 Large,10000456_LRG,10000456Jif Crunchy Peanut Butter 12/18 oz. Large,301_LRG,301Peanut Butter Large,80_LRG,80Jams/Jellies* Large,100_LRG,100Grocery Large,_LRG,Large,301,301Peanut Butter,80,80Jams/Jellies*
10000457,10000457Jif Creamy Peanut Butter  8/40,10000457,10000457Jif Creamy Peanut Butter  8/40,10000457,10000457Jif Creamy Peanut Butter  8/40 oz.,301,301Peanut Butter,80,80Jams/Jellies*,100,100Grocery,1300,Group 1,1,All Product,1000,Supplier 1,10000457_SML,10000457Jif Creamy Peanut Butter  8/40 Small,10000457_SML,10000457Jif Creamy Peanut Butter  8/40 oz. Small,301_SML,301Peanut Butter Small,80_SML,80Jams/Jellies* Small,100_SML,100Grocery Small,_SML,Small,301,301Peanut Butter,80,80Jams/Jellies*
10000487,5 Year Maintence Free Battery,10000487,5 Year Maintence Free Battery,10000487,5 Year Maintence Free Battery,891,891Maintenance Free,2891,2891Auto*,2890,2890Auto Batteries*,2500,Group 3,1,All Product,1002,Supplier 3,10000487_MED,5 Year Maintence Free Battery Medium,10000487_MED,5 Year Maintence Free Battery Medium,891_MED,891Maintenance Free* Medium,2891_MED,2891Auto* Medium,2890_MED,2890Auto Batteries* Medium,_MED,Medium,891,891Maintenance Free,2891,2891Auto*
10000490,6 Year Maintence Free Battery,10000490,6 Year Maintence Free Battery,10000490,6 Year Maintence Free Battery,891,891Maintenance Free,2891,2891Auto*,2890,2890Auto Batteries*,2500,Group 3,1,All Product,1002,Supplier 3,10000490_LRG,6 Year Maintence Free Battery Large,10000490_LRG,6 Year Maintence Free Battery Large,891_LRG,891Maintenance Free* Large,2891_LRG,2891Auto* Large,2890_LRG,2890Auto Batteries* Large,_LRG,Large,891,891Maintenance Free,2891,2891Auto*
10000492,7 Year Maintenance Free Batter,10000492,7 Year Maintenance Free Batter,10000492,7 Year Maintenance Free Battery,891,891Maintenance Free,2891,2891Auto*,2890,2890Auto Batteries*,2500,Group 3,1,All Product,1002,Supplier 3,10000492_SML,7 Year Maintenance Free Batter Small,10000492_SML,7 Year Maintenance Free Battery Small,891_SML,891Maintenance Free* Small,2891_SML,2891Auto* Small,2890_SML,2890Auto Batteries* Small,_SML,Small,891,891Maintenance Free,2891,2891Auto*
10000494,900 MCA Marine Battery,10000494,900 MCA Marine Battery,10000494,900 MCA Marine Battery,892,892Deep Cycle*,2892,2892Marine*,2890,2890Auto Batteries*,2500,Group 3,1,All Product,1002,Supplier 3,10000494_MED,900 MCA Marine Battery Medium,10000494_MED,900 MCA Marine Battery Medium,892_MED,892Deep Cycle* Medium,2892_MED,2892Marine* Medium,2890_MED,2890Auto Batteries* Medium,_MED,Medium,892,892Deep Cycle*,2892,2892Marine*
10000496,720 MCA Marine Battery,10000496,720 MCA Marine Battery,10000496,720 MCA Marine Battery,892,892Deep Cycle*,2892,2892Marine*,2890,2890Auto Batteries*,2500,Group 3,1,All Product,1002,Supplier 3,10000496_LRG,720 MCA Marine Battery Large,10000496_LRG,720 MCA Marine Battery Large,892_LRG,892Deep Cycle* Large,2892_LRG,2892Marine* Large,2890_LRG,2890Auto Batteries* Large,_LRG,Large,892,892Deep Cycle*,2892,2892Marine*
10000498,620 MCA Marine Battery,10000498,620 MCA Marine Battery,10000498,620 MCA Marine Battery,892,892Deep Cycle*,2892,2892Marine*,2890,2890Auto Batteries*,2500,Group 3,1,All Product,1002,Supplier 3,10000498_SML,620 MCA Marine Battery Small,10000498_SML,620 MCA Marine Battery Small,892_SML,892Deep Cycle* Small,2892_SML,2892Marine* Small,2890_SML,2890Auto Batteries* Small,_SML,Small,892,892Deep Cycle*,2892,2892Marine*
10000500,900 CCA Truck Battery,10000500,900 CCA Truck Battery,10000500,900 CCA Truck Battery,893,893CCA Levels*,2893,2893Truck*,2890,2890Auto Batteries*,2500,Group 3,1,All Product,1002,Supplier 3,10000500_MED,900 CCA Truck Battery Medium,10000500_MED,900 CCA Truck Battery Medium,893_MED,893CCA Levels* Medium,2893_MED,2893Truck* Medium,2890_MED,2890Auto Batteries* Medium,_MED,Medium,893,893CCA Levels*,2893,2893Truck*
10000502,750 CCA Truck Battery,10000502,750 CCA Truck Battery,10000502,750 CCA Truck Battery,893,893CCA Levels*,2893,2893Truck*,2890,2890Auto Batteries*,2500,Group 3,1,All Product,1002,Supplier 3,10000502_LRG,750 CCA Truck Battery Large,10000502_LRG,750 CCA Truck Battery Large,893_LRG,893CCA Levels* Large,2893_LRG,2893Truck* Large,2890_LRG,2890Auto Batteries* Large,_LRG,Large,893,893CCA Levels*,2893,2893Truck*
10000504,660 CCA Truck Battery,10000504,660 CCA Truck Battery,10000504,660 CCA Truck Battery,893,893CCA Levels*,2893,2893Truck*,2890,2890Auto Batteries*,2500,Group 3,1,All Product,1002,Supplier 3,10000504_SML,660 CCA Truck Battery Small,10000504_SML,660 CCA Truck Battery Small,893_SML,893CCA Levels* Small,2893_SML,2893Truck* Small,2890_SML,2890Auto Batteries* Small,_SML,Small,893,893CCA Levels*,2893,2893Truck*
10000531,10000531Frito-Lay Doritos Cooler Ranch,10000531,10000531Frito-Lay Doritos Cooler Ranch,10000531,10000531Frito-Lay Doritos Cooler Ranch 1.75 oz,200,200Regular,602,602Chips*,2960,2960Snacks*,1300,Group 1,1,All Product,1000,Supplier 1,10000531_MED,10000531Frito-Lay Doritos Cooler Ranch Medium,10000531_MED,10000531Frito-Lay Doritos Cooler Ranch 1.75 oz Medium,200_MED,200Regular Medium,602_MED,602Chips* Medium,2960_MED,2960Snacks* Medium,_MED,Medium,200,200Regular,602,602Chips*
10000533,10000533Frito-Lay Doritos Nacho Cheesi,10000533,10000533Frito-Lay Doritos Nacho Cheesi,10000533,10000533Frito-Lay Doritos Nacho Cheesier 1.75 oz,200,200Regular,602,602Chips*,2960,2960Snacks*,1300,Group 1,1,All Product,1000,Supplier 1,10000533_LRG,10000533Frito-Lay Doritos Nacho Cheesi Large,10000533_LRG,10000533Frito-Lay Doritos Nacho Cheesier 1.75 oz Large,200_LRG,200Regular Large,602_LRG,602Chips* Large,2960_LRG,2960Snacks* Large,_LRG,Large,200,200Regular,602,602Chips*
10000534,10000534Frito-Lay Doritos Smokey Red B,10000534,10000534Frito-Lay Doritos Smokey Red B,10000534,10000534Frito-Lay Doritos Smokey Red BBQ 1.75 oz,200,200Regular,602,602Chips*,2960,2960Snacks*,1300,Group 1,1,All Product,1000,Supplier 1,10000534_SML,10000534Frito-Lay Doritos Smokey Red B Small,10000534_SML,10000534Frito-Lay Doritos Smokey Red BBQ 1.75 oz Small,200_SML,200Regular Small,602_SML,602Chips* Small,2960_SML,2960Snacks* Small,_SML,Small,200,200Regular,602,602Chips*
10000535,10000535Frito-Lay Ruffles Salted 1 oz,10000535,10000535Frito-Lay Ruffles Salted 1 oz,10000535,10000535Frito-Lay Ruffles Salted 1 oz,200,200Regular,602,602Chips*,2960,2960Snacks*,1300,Group 1,1,All Product,1000,Supplier 1,10000535_MED,10000535Frito-Lay Ruffles Salted 1 oz Medium,10000535_MED,10000535Frito-Lay Ruffles Salted 1 oz Medium,200_MED,200Regular Medium,602_MED,602Chips* Medium,2960_MED,2960Snacks* Medium,_MED,Medium,200,200Regular,602,602Chips*
10000536,10000536Benson & Hedges 200 Pack,10000536,10000536Benson & Hedges 200 Pack,10000536,10000536Benson & Hedges 200 Pack,1420,1420Filter Tipped,1410,1410Cigarettes*,1400,1400Tobacco*,1100,Group 2,1,All Product,1001,Supplier 2,10000536_LRG,10000536Benson & Hedges 200 Pack Large,10000536_LRG,10000536Benson & Hedges 200 Pack Large,1420_LRG,1420Filter Tipped Large,1410_LRG,1410Cigarettes* Large,1400_LRG,1400Tobacco* Large,_LRG,Large,1420,1420Filter Tipped,1410,1410Cigarettes*
10000537,10000537Merit 200 Pack,10000537,10000537Merit 200 Pack,10000537,10000537Merit 200 Pack,1420,1420Filter Tipped,1410,1410Cigarettes*,1400,1400Tobacco*,1100,Group 2,1,All Product,1001,Supplier 2,10000537_SML,10000537Merit 200 Pack Small,10000537_SML,10000537Merit 200 Pack Small,1420_SML,1420Filter Tipped Small,1410_SML,1410Cigarettes* Small,1400_SML,1400Tobacco* Small,_SML,Small,1420,1420Filter Tipped,1410,1410Cigarettes*
10000539,10000539Parliament Pack 200,10000539,10000539Parliament Pack 200,10000539,10000539Parliament Pack 200,1420,1420Filter Tipped,1410,1410Cigarettes*,1400,1400Tobacco*,1100,Group 2,1,All Product,1001,Supplier 2,10000539_MED,10000539Parliament Pack 200 Medium,10000539_MED,10000539Parliament Pack 200 Medium,1420_MED,1420Filter Tipped Medium,1410_MED,1410Cigarettes* Medium,1400_MED,1400Tobacco* Medium,_MED,Medium,1420,1420Filter Tipped,1410,1410Cigarettes*
10000590,5 pocket capri - Antique 10 An,10000590,5 pocket capri - Antique 10 An,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000590_LRG,5 pocket capri - Antique 10 An Large,10000390_LRG,5 pocket capri Large,111_LRG,111Fashion Large,1141_LRG,1141Jeans* Large,1140_LRG,1140Women's Denim* Large,_LRG,Large,111,111Fashion,1141,1141Jeans*
10000592,5 pocket capri - Black 10 Ankl,10000592,5 pocket capri - Black 10 Ankl,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000592_SML,5 pocket capri - Black 10 Ankl Small,10000390_SML,5 pocket capri Small,111_SML,111Fashion Small,1141_SML,1141Jeans* Small,1140_SML,1140Women's Denim* Small,_SML,Small,111,111Fashion,1141,1141Jeans*
10000593,5 pocket capri - Black 12 Ankl,10000593,5 pocket capri - Black 12 Ankl,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000593_MED,5 pocket capri - Black 12 Ankl Medium,10000390_MED,5 pocket capri Medium,111_MED,111Fashion Medium,1141_MED,1141Jeans* Medium,1140_MED,1140Women's Denim* Medium,_MED,Medium,111,111Fashion,1141,1141Jeans*
10000594,5 pocket capri - Black 8 Ankle,10000594,5 pocket capri - Black 8 Ankle,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000594_LRG,5 pocket capri - Black 8 Ankle Large,10000390_LRG,5 pocket capri Large,111_LRG,111Fashion Large,1141_LRG,1141Jeans* Large,1140_LRG,1140Women's Denim* Large,_LRG,Large,111,111Fashion,1141,1141Jeans*
10000595,5 pocket capri - White 10 Ankl,10000595,5 pocket capri - White 10 Ankl,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000595_SML,5 pocket capri - White 10 Ankl Small,10000390_SML,5 pocket capri Small,111_SML,111Fashion Small,1141_SML,1141Jeans* Small,1140_SML,1140Women's Denim* Small,_SML,Small,111,111Fashion,1141,1141Jeans*
10000596,5 pocket capri - White 12 Ankl,10000596,5 pocket capri - White 12 Ankl,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000596_MED,5 pocket capri - White 12 Ankl Medium,10000390_MED,5 pocket capri Medium,111_MED,111Fashion Medium,1141_MED,1141Jeans* Medium,1140_MED,1140Women's Denim* Medium,_MED,Medium,111,111Fashion,1141,1141Jeans*
10000597,5 pocket capri - White 8 Ankle,10000597,5 pocket capri - White 8 Ankle,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000597_LRG,5 pocket capri - White 8 Ankle Large,10000390_LRG,5 pocket capri Large,111_LRG,111Fashion Large,1141_LRG,1141Jeans* Large,1140_LRG,1140Women's Denim* Large,_LRG,Large,111,111Fashion,1141,1141Jeans*
10000598,5 pocket capri - Denim 10 Ankl,10000598,5 pocket capri - Denim 10 Ankl,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000598_SML,5 pocket capri - Denim 10 Ankl Small,10000390_SML,5 pocket capri Small,111_SML,111Fashion Small,1141_SML,1141Jeans* Small,1140_SML,1140Women's Denim* Small,_SML,Small,111,111Fashion,1141,1141Jeans*
10000599,5 pocket capri - Denim 12 Ankl,10000599,5 pocket capri - Denim 12 Ankl,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000599_MED,5 pocket capri - Denim 12 Ankl Medium,10000390_MED,5 pocket capri Medium,111_MED,111Fashion Medium,1141_MED,1141Jeans* Medium,1140_MED,1140Women's Denim* Medium,_MED,Medium,111,111Fashion,1141,1141Jeans*
10000600,5 pocket capri - Denim 8 Ankle,10000600,5 pocket capri - Denim 8 Ankle,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000600_LRG,5 pocket capri - Denim 8 Ankle Large,10000390_LRG,5 pocket capri Large,111_LRG,111Fashion Large,1141_LRG,1141Jeans* Large,1140_LRG,1140Women's Denim* Large,_LRG,Large,111,111Fashion,1141,1141Jeans*
10000604,5 pocket capri - Raw 10 Ankle,10000604,5 pocket capri - Raw 10 Ankle,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000604_SML,5 pocket capri - Raw 10 Ankle Small,10000390_SML,5 pocket capri Small,111_SML,111Fashion Small,1141_SML,1141Jeans* Small,1140_SML,1140Women's Denim* Small,_SML,Small,111,111Fashion,1141,1141Jeans*
10000605,5 pocket capri - Raw 12 Ankle,10000605,5 pocket capri - Raw 12 Ankle,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000605_MED,5 pocket capri - Raw 12 Ankle Medium,10000390_MED,5 pocket capri Medium,111_MED,111Fashion Medium,1141_MED,1141Jeans* Medium,1140_MED,1140Women's Denim* Medium,_MED,Medium,111,111Fashion,1141,1141Jeans*
10000606,5 pocket capri - Raw 8 Ankle [,10000606,5 pocket capri - Raw 8 Ankle [,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000606_LRG,5 pocket capri - Raw 8 Ankle [ Large,10000390_LRG,5 pocket capri Large,111_LRG,111Fashion Large,1141_LRG,1141Jeans* Large,1140_LRG,1140Women's Denim* Large,_LRG,Large,111,111Fashion,1141,1141Jeans*
10000607,5 pocket capri - Antique 12 An,10000607,5 pocket capri - Antique 12 An,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000607_SML,5 pocket capri - Antique 12 An Small,10000390_SML,5 pocket capri Small,111_SML,111Fashion Small,1141_SML,1141Jeans* Small,1140_SML,1140Women's Denim* Small,_SML,Small,111,111Fashion,1141,1141Jeans*
10000608,5 pocket capri - Antique 8 Ank,10000608,5 pocket capri - Antique 8 Ank,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000608_MED,5 pocket capri - Antique 8 Ank Medium,10000390_MED,5 pocket capri Medium,111_MED,111Fashion Medium,1141_MED,1141Jeans* Medium,1140_MED,1140Women's Denim* Medium,_MED,Medium,111,111Fashion,1141,1141Jeans*
10000609,5 pocket capri - Lightweight A,10000609,5 pocket capri - Lightweight A,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000609_LRG,5 pocket capri - Lightweight A Large,10000390_LRG,5 pocket capri Large,111_LRG,111Fashion Large,1141_LRG,1141Jeans* Large,1140_LRG,1140Women's Denim* Large,_LRG,Large,111,111Fashion,1141,1141Jeans*
10000612,5 pocket capri - Bandblasted 1,10000612,5 pocket capri - Bandblasted 1,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000612_LRG,5 pocket capri - Bandblasted 1 Large,10000390_LRG,5 pocket capri Large,111_LRG,111Fashion Large,1141_LRG,1141Jeans* Large,1140_LRG,1140Women's Denim* Large,_LRG,Large,111,111Fashion,1141,1141Jeans*
10000614,5 pocket capri - Bandblasted 8,10000614,5 pocket capri - Bandblasted 8,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000614_MED,5 pocket capri - Bandblasted 8 Medium,10000390_MED,5 pocket capri Medium,111_MED,111Fashion Medium,1141_MED,1141Jeans* Medium,1140_MED,1140Women's Denim* Medium,_MED,Medium,111,111Fashion,1141,1141Jeans*
10000615,5 pocket capri - Blasted 10 An,10000615,5 pocket capri - Blasted 10 An,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000615_LRG,5 pocket capri - Blasted 10 An Large,10000390_LRG,5 pocket capri Large,111_LRG,111Fashion Large,1141_LRG,1141Jeans* Large,1140_LRG,1140Women's Denim* Large,_LRG,Large,111,111Fashion,1141,1141Jeans*
10000616,5 pocket capri - Blasted 12 An,10000616,5 pocket capri - Blasted 12 An,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000616_SML,5 pocket capri - Blasted 12 An Small,10000390_SML,5 pocket capri Small,111_SML,111Fashion Small,1141_SML,1141Jeans* Small,1140_SML,1140Women's Denim* Small,_SML,Small,111,111Fashion,1141,1141Jeans*
10000617,5 pocket capri - Blasted 8 Ank,10000617,5 pocket capri - Blasted 8 Ank,10000390,5 pocket capri,111,111Fashion,1141,1141Jeans*,1140,1140Women's Denim*,1300,Group 1,1,All Product,1000,Supplier 1,10000617_MED,5 pocket capri - Blasted 8 Ank Medium,10000390_MED,5 pocket capri Medium,111_MED,111Fashion Medium,1141_MED,1141Jeans* Medium,1140_MED,1140Women's Denim* Medium,_MED,Medium,111,111Fashion,1141,1141Jeans*
10000618,10000618Chocolate & Almond Bar,10000618,10000618Chocolate & Almond Bar,10000618,10000618Chocolate & Almond Bar,2970,2970Chocolate*,2970,2970Winter Candy*,2970,2970Candy*,1300,Group 1,1,All Product,1000,Supplier 1,10000618_LRG,10000618Chocolate & Almond Bar Large,10000618_LRG,10000618Chocolate & Almond Bar Large,2970_LRG,2970Chocolate* Large,2970_LRG,2970Winter Candy* Large,2970_LRG,2970Candy* Large,_LRG,Large,2970,2970Chocolate*,2970,2970Winter Candy*
10000619,10000619Reese's Pnut Butter Cups,10000619,10000619Reese's Pnut Butter Cups,10000619,10000619Reese's Pnut Butter Cups,2970,2970Chocolate*,2970,2970Winter Candy*,2970,2970Candy*,1300,Group 1,1,All Product,1000,Supplier 1,10000619_SML,10000619Reese's Pnut Butter Cups Small,10000619_SML,10000619Reese's Pnut Butter Cups Small,2970_SML,2970Chocolate* Small,2970_SML,2970Winter Candy* Small,2970_SML,2970Candy* Small,_SML,Small,2970,2970Chocolate*,2970,2970Winter Candy*
10000621,10000621Plain chocolate bar,10000621,10000621Plain chocolate bar,10000621,10000621Plain chocolate bar,2970,2970Chocolate*,2970,2970Winter Candy*,2970,2970Candy*,1300,Group 1,1,All Product,1000,Supplier 1,10000621_MED,10000621Plain chocolate bar Medium,10000621_MED,10000621Plain chocolate bar Medium,2970_MED,2970Chocolate* Medium,2970_MED,2970Winter Candy* Medium,2970_MED,2970Candy* Medium,_MED,Medium,2970,2970Chocolate*,2970,2970Winter Candy*
